,dates,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
459,1991-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,1991-03-15,llama,foam,my-sweet-one,stash,dinner-and-a-movie,bouncing-around-the-room,the-oh-kee-pa-ceremony,acdc-bag,the-lizards,mikes-song,i-am-hydrogen,weekapaug-groove,buried-alive,possum,horn,paul-and-silas,cavern,destiny-unbound,i-didnt-know,harry-hood,chalk-dust-torture,the-squirming-coil,runaway-jim,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,1991-03-16,the-man-who-stepped-into-yesterday,avenu-malkenu,golgi-apparatus,reba,the-landlady,bathtub-gin,the-curtain,rocky-top,colonel-forbins-ascent,fly-famous-mockingbird,the-oh-kee-pa-ceremony,suzy-greenberg,run-like-an-antelope,llama,divided-sky,guelah-papyrus,my-sweet-one,split-open-and-melt,magilla,buried-alive,the-squirming-coil,cavern,you-enjoy-myself,manteca,possum,,,,,,,,,,,,,,,,,,,,,,,,,
462,1991-03-17,carolina,bouncing-around-the-room,the-landlady,mikes-song,i-am-hydrogen,weekapaug-groove,foam,fluffhead,uncle-pen,stash,the-lizards,david-bowie,runaway-jim,esther,my-sweet-one,the-squirming-coil,tweezer,fee,slave-to-the-traffic-light,chalk-dust-torture,lawn-boy,la-grange,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,1991-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,1991-03-22,chalk-dust-torture,llama,you-enjoy-myself,the-landlady,destiny-unbound,bouncing-around-the-room,split-open-and-melt,the-squirming-coil,buried-alive,cavern,reba,fire,the-oh-kee-pa-ceremony,suzy-greenberg,run-like-an-antelope,foam,paul-and-silas,stash,runaway-jim,guelah-papyrus,hold-your-head-up,terrapin,lets-go,mikes-song,i-am-hydrogen,weekapaug-groove,magilla,golgi-apparatus,,,,,,,,,,,,,,,,,,,,,,
465,1991-03-23,the-sloth,divided-sky,fee,llama,i-didnt-know,the-curtain,possum,colonel-forbins-ascent,fly-famous-mockingbird,rocky-top,chalk-dust-torture,bathtub-gin,the-oh-kee-pa-ceremony,acdc-bag,my-sweet-one,tweezer,the-lizards,uncle-pen,cavern,david-bowie,contact,take-the-a-train,big-black-furry-creature-from-mars,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1991-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1991-03-28,golgi-apparatus,divided-sky,cavern,the-landlady,bouncing-around-the-room,you-enjoy-myself,guelah-papyrus,my-sweet-one,david-bowie,the-squirming-coil,the-oh-kee-pa-ceremony,suzy-greenberg,hold-your-head-up,love-you,chalk-dust-torture,lawn-boy,fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1991-03-29,carolina,llama,runaway-jim,reba,split-open-and-melt,the-lizards,take-the-a-train,mikes-song,i-am-hydrogen,weekapaug-groove,possum,i-didnt-know,foam,rocky-top,fluffhead,tweezer,bouncing-around-the-room,big-black-furry-creature-from-mars,contact,tweezer-reprise,good-times-bad-times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,1991-03-31,buried-alive,cavern,runaway-jim,colonel-forbins-ascent,fly-famous-mockingbird,the-landlady,my-sweet-one,esther,possum,i-didnt-know,mikes-song,i-am-hydrogen,weekapaug-groove,harry-hood,the-sloth,the-squirming-coil,stash,uncle-pen,guelah-papyrus,bouncing-around-the-room,run-like-an-antelope,reba,highway-to-hell,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1991-04-02,runaway-jim,the-landlady,reba,llama,bouncing-around-the-room,foam,you-enjoy-myself,the-oh-kee-pa-ceremony,suzy-greenberg,chalk-dust-torture,divided-sky,lawn-boy,cavern,fluffhead,dog-log,buried-alive,the-squirming-coil,run-like-an-antelope,magilla,possum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,1991-04-03,golgi-apparatus,i-didnt-know,llama,the-lizards,paul-and-silas,foam,tweezer,dinner-and-a-movie,bouncing-around-the-room,mikes-song,i-am-hydrogen,weekapaug-groove,chalk-dust-torture,take-the-a-train,my-sweet-one,stash,esther,the-landlady,destiny-unbound,fee,david-bowie,cavern,rocky-top,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,1991-04-04,the-oh-kee-pa-ceremony,suzy-greenberg,you-enjoy-myself,the-squirming-coil,llama,colonel-forbins-ascent,fly-famous-mockingbird,possum,carolina,golgi-apparatus,the-curtain,runaway-jim,guelah-papyrus,david-bowie,lawn-boy,the-landlady,my-sweet-one,divided-sky,hold-your-head-up,love-you,big-black-furry-creature-from-mars,magilla,highway-to-hell,contact,uncle-pen,,,,,,,,,,,,,,,,,,,,,,,,,
473,1991-04-05,the-landlady,bouncing-around-the-room,divided-sky,cavern,take-the-a-train,reba,chalk-dust-torture,foam,mikes-song,i-am-hydrogen,weekapaug-groove,rocky-top,stash,the-lizards,the-sloth,dinner-and-a-movie,harry-hood,i-didnt-know,my-sweet-one,good-times-bad-times,fee,the-oh-kee-pa-ceremony,suzy-greenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1991-04-06,the-man-who-stepped-into-yesterday,avenu-malkenu,tweezer,esther,the-oh-kee-pa-ceremony,acdc-bag,fluffhead,tweezer-reprise,ya-mar,split-open-and-melt,runaway-jim,magilla,llama,you-enjoy-myself,bathtub-gin,icculus,run-like-an-antelope,hold-your-head-up,terrapin,possum,jesus-just-left-chicago,alumni-blues,letter-to-jimmy-page,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,1991-04-11,runaway-jim,cavern,paul-and-silas,tweezer,magilla,dinner-and-a-movie,bouncing-around-the-room,foam,carolina,you-enjoy-myself,the-squirming-coil,chalk-dust-torture,my-sweet-one,reba,llama,the-man-who-stepped-into-yesterday,avenu-malkenu,the-lizards,split-open-and-melt,lawn-boy,the-landlady,destiny-unbound,mikes-song,i-am-hydrogen,weekapaug-groove,fee,hold-your-head-up,the-prison-joke,possum,,,,,,,,,,,,,,,,,,,,,
476,1991-04-12,llama,uncle-pen,divided-sky,guelah-papyrus,the-oh-kee-pa-ceremony,suzy-greenberg,stash,rocky-top,golgi-apparatus,the-landlady,runaway-jim,you-enjoy-myself,fluffhead,cavern,tela,buried-alive,reba,my-sweet-one,good-times-bad-times,contact,big-black-furry-creature-from-mars,the-squirming-coil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,1991-04-13,dinner-and-a-movie,bouncing-around-the-room,the-landlady,the-squirming-coil,llama,you-enjoy-myself,reba,possum,guelah-papyrus,my-sweet-one,tweezer,golgi-apparatus,runaway-jim,lawn-boy,highway-to-hell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1991-04-15,the-sloth,ya-mar,foam,runaway-jim,split-open-and-melt,fee,chalk-dust-torture,colonel-forbins-ascent,fly-famous-mockingbird,llama,wipe-out,mikes-song,i-am-hydrogen,weekapaug-groove,horn,my-sweet-one,the-landlady,the-lizards,possum,magilla,fire,the-squirming-coil,rocky-top,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,1991-04-16,golgi-apparatus,you-enjoy-myself,paul-and-silas,cavern,the-mango-song,the-oh-kee-pa-ceremony,acdc-bag,tela,david-bowie,bandcrew-football-theme-song,my-sweet-one,reba,chalk-dust-torture,magilla,buried-alive,uncle-pen,tweezer,runaway-jim,carolina,tweezer-reprise,hold-your-head-up,if-i-only-had-a-brain,good-times-bad-times,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1991-04-18,sweet-adeline,the-landlady,my-sweet-one,esther,chalk-dust-torture,guelah-papyrus,runaway-jim,dinner-and-a-movie,foam,you-enjoy-myself,llama,reba,the-oh-kee-pa-ceremony,the-sloth,paul-and-silas,horn,suzy-greenberg,split-open-and-melt,the-squirming-coil,possum,harpua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,1991-04-19,dinner-and-a-movie,bouncing-around-the-room,divided-sky,cavern,the-lizards,stash,i-didnt-know,rocky-top,mikes-song,i-am-hydrogen,weekapaug-groove,sweet-adeline,harry-hood,fee,the-curtain,golgi-apparatus,the-landlady,destiny-unbound,my-sweet-one,the-squirming-coil,take-the-a-train,run-like-an-antelope,paul-and-silas,big-black-furry-creature-from-mars,,,,,,,,,,,,,,,,,,,,,,,,,,
482,1991-04-20,runaway-jim,reba,llama,fluffhead,my-sweet-one,the-landlady,esther,chalk-dust-torture,bouncing-around-the-room,you-enjoy-myself,setting-sail,the-sloth,ya-mar,split-open-and-melt,the-squirming-coil,paul-and-silas,cavern,the-man-who-stepped-into-yesterday,avenu-malkenu,tweezer,the-oh-kee-pa-ceremony,suzy-greenberg,sweet-adeline,horn,alumni-blues,letter-to-jimmy-page,,,,,,,,,,,,,,,,,,,,,,,,
483,1991-04-21,golgi-apparatus,rocky-top,wilson,divided-sky,foam,my-sweet-one,the-oh-kee-pa-ceremony,acdc-bag,tela,mikes-song,i-am-hydrogen,weekapaug-groove,sweet-adeline,possum,fee,the-landlady,colonel-forbins-ascent,fly-famous-mockingbird,llama,uncle-pen,harry-hood,cavern,i-didnt-know,david-bowie,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1991-04-22,the-curtain,runaway-jim,the-sloth,reba,poor-heart,llama,guelah-papyrus,the-oh-kee-pa-ceremony,suzy-greenberg,tweezer,tweezer-reprise,chalk-dust-torture,bathtub-gin,uncle-pen,the-landlady,destiny-unbound,the-squirming-coil,stash,my-sweet-one,the-lizards,highway-to-hell,lawn-boy,rocky-top,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,1991-04-25,sweet-adeline,the-landlady,runaway-jim,the-curtain,cavern,poor-heart,reba,llama,the-oh-kee-pa-ceremony,suzy-greenberg,david-bowie,buried-alive,my-sweet-one,mikes-song,i-am-hydrogen,weekapaug-groove,tela,dinner-and-a-movie,stash,bouncing-around-the-room,divided-sky,big-black-furry-creature-from-mars,take-the-a-train,highway-to-hell,,,,,,,,,,,,,,,,,,,,,,,,,,
486,1991-04-26,chalk-dust-torture,the-squirming-coil,the-sloth,possum,fluffhead,poor-heart,foam,you-enjoy-myself,llama,uncle-pen,split-open-and-melt,bouncing-around-the-room,my-sweet-one,guelah-papyrus,the-landlady,i-didnt-know,harry-hood,harpua,donna-lee,fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,1991-04-27,sweet-adeline,the-asse-festival,runaway-jim,cavern,the-landlady,my-sweet-one,reba,llama,the-lizards,suzy-greenberg,stash,golgi-apparatus,the-curtain,possum,the-man-who-stepped-into-yesterday,avenu-malkenu,mikes-song,i-am-hydrogen,weekapaug-groove,fluffhead,tweezer,the-squirming-coil,wipe-out,tweezer-reprise,bouncing-around-the-room,good-times-bad-times,,,,,,,,,,,,,,,,,,,,,,,,
488,1991-05-02,rocky-top,drums,foam,bouncing-around-the-room,the-landlady,colonel-forbins-ascent,fly-famous-mockingbird,llama,the-squirming-coil,cavern,david-bowie,sweet-adeline,chalk-dust-torture,poor-heart,divided-sky,fee,split-open-and-melt,tela,my-sweet-one,i-didnt-know,buried-alive,possum,harry-hood,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,1991-05-03,bouncing-around-the-room,foam,chalk-dust-torture,the-man-who-stepped-into-yesterday,avenu-malkenu,divided-sky,fee,paul-and-silas,tweezer,the-lizards,sweet-adeline,acdc-bag,the-curtain,the-sloth,the-landlady,runaway-jim,tela,you-enjoy-myself,harpua,tweezer-reprise,take-the-a-train,big-black-furry-creature-from-mars,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,1991-05-04,the-oh-kee-pa-ceremony,suzy-greenberg,cavern,reba,my-sweet-one,split-open-and-melt,guelah-papyrus,fluffhead,mikes-song,i-am-hydrogen,weekapaug-groove,dog-log,llama,colonel-forbins-ascent,fly-famous-mockingbird,buried-alive,harry-hood,horn,rocky-top,possum,terrapin,runaway-jim,golgi-apparatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,1991-05-09,divided-sky,foam,paul-and-silas,guelah-papyrus,reba,llama,bouncing-around-the-room,magilla,runaway-jim,sweet-adeline,my-sweet-one,the-curtain,fluffhead,stash,esther,split-open-and-melt,the-squirming-coil,rocky-top,fee,chalk-dust-torture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1991-05-10,david-bowie,cavern,ya-mar,dinner-and-a-movie,the-sloth,the-landlady,bathtub-gin,buried-alive,the-lizards,possum,golgi-apparatus,harry-hood,wilson,poor-heart,foam,mcgrupp-and-the-watchful-hosemasters,chalk-dust-torture,hold-your-head-up,love-you,mikes-song,i-am-hydrogen,weekapaug-groove,take-the-a-train,highway-to-hell,,,,,,,,,,,,,,,,,,,,,,,,,,
493,1991-05-11,the-landlady,llama,the-squirming-coil,cavern,divided-sky,guelah-papyrus,my-sweet-one,foam,tweezer,golgi-apparatus,chalk-dust-torture,you-enjoy-myself,poor-heart,reba,the-oh-kee-pa-ceremony,suzy-greenberg,tweezer-reprise,terrapin,big-black-furry-creature-from-mars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,1991-05-12,chalk-dust-torture,bouncing-around-the-room,dinner-and-a-movie,stash,the-lizards,the-landlady,destiny-unbound,llama,fee,foam,runaway-jim,david-bowie,bathtub-gin,poor-heart,the-curtain,golgi-apparatus,magilla,mikes-song,i-am-hydrogen,weekapaug-groove,the-squirming-coil,the-oh-kee-pa-ceremony,acdc-bag,rocky-top,run-like-an-antelope,,,,,,,,,,,,,,,,,,,,,,,,,
495,1991-05-16,buried-alive,golgi-apparatus,foam,cavern,divided-sky,colonel-forbins-ascent,fly-famous-mockingbird,chalk-dust-torture,you-enjoy-myself,magilla,llama,runaway-jim,dinner-and-a-movie,bouncing-around-the-room,the-landlady,the-squirming-coil,tweezer,my-sweet-one,the-lizards,good-times-bad-times,sweet-adeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1991-05-17,chalk-dust-torture,drums,mr-pc,reba,poor-heart,the-oh-kee-pa-ceremony,suzy-greenberg,the-man-who-stepped-into-yesterday,avenu-malkenu,stash,i-didnt-know,mikes-song,i-am-hydrogen,weekapaug-groove,take-the-a-train,possum,guelah-papyrus,rocky-top,the-landlady,fluffhead,happy-birthday-to-you,magilla,cavern,harry-hood,hold-your-head-up,bike,big-black-furry-creature-from-mars,lawn-boy,golgi-apparatus,,,,,,,,,,,,,,,,,,,,,
497,1991-05-18,buried-alive,golgi-apparatus,chalk-dust-torture,you-enjoy-myself,paul-and-silas,foam,divided-sky,cavern,possum,the-oh-kee-pa-ceremony,suzy-greenberg,the-curtain,stash,take-the-a-train,my-sweet-one,guelah-papyrus,david-bowie,hold-your-head-up,terrapin,the-lizards,dinner-and-a-movie,runaway-jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1991-05-19,divided-sky,the-landlady,chalk-dust-torture,bouncing-around-the-room,you-enjoy-myself,cavern,the-squirming-coil,llama,the-oh-kee-pa-ceremony,acdc-bag,fee,foam,reba,dinner-and-a-movie,the-sloth,mcgrupp-and-the-watchful-hosemasters,i-didnt-know,golgi-apparatus,possum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1991-07-11,the-oh-kee-pa-ceremony,suzy-greenberg,divided-sky,flat-fee,my-sweet-one,stash,the-lizards,the-landlady,dinner-and-a-movie,cavern,the-man-who-stepped-into-yesterday,avenu-malkenu,mikes-song,i-am-hydrogen,weekapaug-groove,hold-your-head-up,touch-me,frankenstein,contact,big-black-furry-creature-from-mars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1991-07-12,dinner-and-a-movie,bouncing-around-the-room,buried-alive,flat-fee,reba,the-landlady,bathtub-gin,donna-lee,acdc-bag,rocky-top,cavern,david-bowie,golgi-apparatus,the-squirming-coil,moose-the-mooche,tweezer,my-sweet-one,gumbo,mikes-song,i-am-hydrogen,weekapaug-groove,hold-your-head-up,touch-me,the-oh-kee-pa-ceremony,suzy-greenberg,sweet-adeline,frankenstein,fee,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,
501,1991-07-13,the-curtain,runaway-jim,foam,llama,the-oh-kee-pa-ceremony,suzy-greenberg,alumni-blues,letter-to-jimmy-page,the-man-who-stepped-into-yesterday,avenu-malkenu,split-open-and-melt,bouncing-around-the-room,frankenstein,chalk-dust-torture,guelah-papyrus,divided-sky,flat-fee,paul-and-silas,the-lizards,stash,hold-your-head-up,if-i-only-had-a-brain,you-enjoy-myself,the-landlady,,,,,,,,,,,,,,,,,,,,,,,,,,
502,1991-07-14,reba,llama,the-squirming-coil,golgi-apparatus,guelah-papyrus,my-sweet-one,colonel-forbins-ascent,fly-famous-mockingbird,the-sloth,i-didnt-know,possum,suzy-greenberg,caravan,divided-sky,gumbo,dinner-and-a-movie,bouncing-around-the-room,split-open-and-melt,magilla,cavern,run-like-an-antelope,acdc-bag,the-landlady,esther,chalk-dust-torture,bathtub-gin,mikes-song,i-am-hydrogen,weekapaug-groove,hold-your-head-up,touch-me,harry-hood,contact,big-black-furry-creature-from-mars,,,,,,,,,,,,,,,,
503,1991-07-15,the-oh-kee-pa-ceremony,suzy-greenberg,the-landlady,dinner-and-a-movie,stash,bouncing-around-the-room,mikes-song,i-am-hydrogen,weekapaug-groove,flat-fee,the-lizards,cavern,the-squirming-coil,frankenstein,caravan,contact,alumni-blues,letter-to-jimmy-page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1991-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,1991-07-18,chalk-dust-torture,foam,runaway-jim,guelah-papyrus,suzy-greenberg,stash,take-the-a-train,cavern,mikes-song,i-am-hydrogen,weekapaug-groove,llama,reba,poor-heart,split-open-and-melt,the-lizards,the-landlady,i-didnt-know,possum,alumni-blues,letter-to-jimmy-page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,1991-07-19,golgi-apparatus,the-landlady,bouncing-around-the-room,david-bowie,fee,cavern,the-squirming-coil,you-enjoy-myself,gumbo,touch-me,suzy-greenberg,divided-sky,i-didnt-know,my-sweet-one,magilla,tweezer,the-mango-song,big-black-furry-creature-from-mars,lawn-boy,runaway-jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,1991-07-20,chalk-dust-torture,foam,the-squirming-coil,llama,the-oh-kee-pa-ceremony,suzy-greenberg,the-landlady,bathtub-gin,my-sweet-one,david-bowie,buried-alive,reba,caravan,dinner-and-a-movie,flat-fee,golgi-apparatus,stash,the-man-who-stepped-into-yesterday,avenu-malkenu,you-enjoy-myself,rocky-top,possum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1991-07-21,cavern,divided-sky,guelah-papyrus,poor-heart,split-open-and-melt,the-lizards,the-landlady,bouncing-around-the-room,mikes-song,i-am-hydrogen,weekapaug-groove,tweezer,i-didnt-know,runaway-jim,lawn-boy,the-sloth,esther,acdc-bag,contact,tweezer-reprise,gumbo,touch-me,fee,suzy-greenberg,,,,,,,,,,,,,,,,,,,,,,,,,,
509,1991-07-23,chalk-dust-torture,foam,the-squirming-coil,my-sweet-one,the-oh-kee-pa-ceremony,suzy-greenberg,stash,flat-fee,bouncing-around-the-room,mikes-song,i-am-hydrogen,weekapaug-groove,llama,reba,cavern,the-lizards,the-landlady,tweezer,sweet-adeline,dinner-and-a-movie,gumbo,touch-me,caravan,golgi-apparatus,,,,,,,,,,,,,,,,,,,,,,,,,,
510,1991-07-24,golgi-apparatus,chalk-dust-torture,the-squirming-coil,buried-alive,split-open-and-melt,bathtub-gin,the-landlady,cavern,tela,you-enjoy-myself,possum,guelah-papyrus,david-bowie,jesus-just-left-chicago,my-sweet-one,bouncing-around-the-room,funky-bitch,i-didnt-know,frankenstein,suzy-greenberg,contact,big-black-furry-creature-from-mars,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,1991-07-25,my-sweet-one,the-sloth,foam,suzy-greenberg,divided-sky,flat-fee,acdc-bag,sweet-adeline,cavern,run-like-an-antelope,the-landlady,golgi-apparatus,the-squirming-coil,llama,poor-heart,jesus-just-left-chicago,the-lizards,gumbo,touch-me,magilla,mikes-song,i-am-hydrogen,weekapaug-groove,split-open-and-melt,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1991-07-26,chalk-dust-torture,reba,my-sweet-one,foam,suzy-greenberg,cavern,the-man-who-stepped-into-yesterday,avenu-malkenu,buried-alive,bouncing-around-the-room,the-landlady,golgi-apparatus,stash,dinner-and-a-movie,you-enjoy-myself,flat-fee,funky-bitch,the-squirming-coil,tweezer,sweet-adeline,the-lizards,happy-birthday-to-you,tweezer-reprise,lawn-boy,frankenstein,split-open-and-melt,,,,,,,,,,,,,,,,,,,,,,,,
513,1991-07-27,llama,foam,the-oh-kee-pa-ceremony,suzy-greenberg,cavern,flat-fee,poor-heart,stash,the-man-who-stepped-into-yesterday,avenu-malkenu,possum,i-didnt-know,the-landlady,mikes-song,i-am-hydrogen,weekapaug-groove,touch-me,contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,1991-08-03,wilson,foam,runaway-jim,guelah-papyrus,llama,fee,the-squirming-coil,poor-heart,the-sloth,divided-sky,golgi-apparatus,the-curtain,reba,chalk-dust-torture,bouncing-around-the-room,tweezer,esther,cavern,i-didnt-know,you-enjoy-myself,rocky-top,stash,ya-mar,fluffhead,lawn-boy,my-sweet-one,the-lizards,buried-alive,possum,magilla,self,bitchin-again,crimes-of-the-mind,harry-hood,,,,,,,,,,,,,,,,
515,1991-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1991-09-25,brother,poor-heart,foam,llama,tela,my-sweet-one,its-ice,the-landlady,reba,eliza,possum,the-squirming-coil,stash,sparkle,cavern,jesus-just-left-chicago,runaway-jim,you-enjoy-myself,chalk-dust-torture,all-things-reconsidered,big-black-furry-creature-from-mars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,1991-09-26,llama,bouncing-around-the-room,divided-sky,fee,its-ice,my-sweet-one,guelah-papyrus,the-lizards,foam,david-bowie,golgi-apparatus,the-squirming-coil,brother,sparkle,the-landlady,destiny-unbound,mikes-song,i-am-hydrogen,weekapaug-groove,lawn-boy,chalk-dust-torture,memories,poor-heart,sweet-adeline,,,,,,,,,,,,,,,,,,,,,,,,,,
518,1991-09-27,runaway-jim,cavern,reba,buried-alive,esther,tweezer,paul-and-silas,its-ice,i-didnt-know,llama,possum,tela,sparkle,split-open-and-melt,the-mango-song,dinner-and-a-movie,the-oh-kee-pa-ceremony,suzy-greenberg,you-enjoy-myself,tweezer-reprise,glide,rocky-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,1991-09-28,the-landlady,bouncing-around-the-room,chalk-dust-torture,the-squirming-coil,my-sweet-one,stash,eliza,foam,brother,golgi-apparatus,memories,llama,guelah-papyrus,sparkle,cavern,run-like-an-antelope,lawn-boy,the-lizards,poor-heart,magilla,mikes-song,i-am-hydrogen,weekapaug-groove,contact,big-black-furry-creature-from-mars,,,,,,,,,,,,,,,,,,,,,,,,,
520,1991-09-29,cavern,divided-sky,i-didnt-know,its-ice,poor-heart,the-landlady,destiny-unbound,you-enjoy-myself,the-oh-kee-pa-ceremony,suzy-greenberg,brother,bouncing-around-the-room,eliza,foam,reba,the-sloth,the-squirming-coil,my-sweet-one,golgi-apparatus,david-bowie,memories,rocky-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,1991-09-30,chalk-dust-torture,foam,fee,paul-and-silas,stash,colonel-forbins-ascent,fly-famous-mockingbird,sparkle,take-the-a-train,llama,possum,cavern,the-mango-song,tweezer,my-sweet-one,horn,the-landlady,the-lizards,tweezer-reprise,happy-birthday-to-you,love-you,hold-your-head-up,good-times-bad-times,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,1991-10-02,llama,foam,the-squirming-coil,poor-heart,cavern,reba,brother,bouncing-around-the-room,chalk-dust-torture,golgi-apparatus,the-landlady,you-enjoy-myself,my-sweet-one,guelah-papyrus,runaway-jim,lawn-boy,stash,the-oh-kee-pa-ceremony,suzy-greenberg,memories,possum,i-didnt-know,rocky-top,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,1991-10-03,chalk-dust-torture,foam,uncle-pen,its-ice,bouncing-around-the-room,llama,fee,divided-sky,cavern,possum,paul-and-silas,mikes-song,i-am-hydrogen,weekapaug-groove,esther,the-landlady,destiny-unbound,buried-alive,the-squirming-coil,tweezer,memories,hold-your-head-up,terrapin,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,,,,
524,1991-10-04,memories,chalk-dust-torture,reba,poor-heart,cavern,divided-sky,guelah-papyrus,sparkle,suzy-greenberg,magilla,david-bowie,my-sweet-one,brother,bouncing-around-the-room,foam,runaway-jim,lawn-boy,stash,the-squirming-coil,mikes-song,i-am-hydrogen,weekapaug-groove,sweet-adeline,golgi-apparatus,rocky-top,hold-your-head-up,love-you,llama,,,,,,,,,,,,,,,,,,,,,,
